disease,year,month,state,count
Meningococcal disease (invasive),2016,5,NSW,6
Meningococcal disease (invasive),2016,6,NSW,5
Meningococcal disease (invasive),2016,7,NSW,4
Meningococcal disease (invasive),2016,8,NSW,15
Meningococcal disease (invasive),2016,9,NSW,10
Meningococcal disease (invasive),2016,10,NSW,6
Meningococcal disease (invasive),2016,11,NSW,3
Meningococcal disease (invasive),2016,12,NSW,5
Meningococcal disease (invasive),2017,1,NSW,9
Meningococcal disease (invasive),2017,2,NSW,2
Meningococcal disease (invasive),2017,3,NSW,4
Meningococcal disease (invasive),2017,4,NSW,8
Meningococcal disease (invasive),2017,5,NSW,4
Meningococcal disease (invasive),2017,6,NSW,4
Meningococcal disease (invasive),2017,7,NSW,12
Meningococcal disease (invasive),2017,8,NSW,10
Meningococcal disease (invasive),2017,9,NSW,18
Meningococcal disease (invasive),2017,10,NSW,11
Meningococcal disease (invasive),2017,11,NSW,3
Meningococcal disease (invasive),2017,12,NSW,6
Meningococcal disease (invasive),2018,1,NSW,5
Meningococcal disease (invasive),2018,2,NSW,5
Meningococcal disease (invasive),2018,3,NSW,8
Meningococcal disease (invasive),2018,4,NSW,5
Meningococcal disease (invasive),2018,5,NSW,3
Meningococcal disease (invasive),2018,6,NSW,3
Meningococcal disease (invasive),2018,7,NSW,6
Meningococcal disease (invasive),2018,8,NSW,7
Meningococcal disease (invasive),2018,9,NSW,10
Meningococcal disease (invasive),2018,10,NSW,7
Meningococcal disease (invasive),2018,11,NSW,6
Meningococcal disease (invasive),2018,12,NSW,7
Meningococcal disease (invasive),2019,1,NSW,3
Meningococcal disease (invasive),2019,2,NSW,5
Meningococcal disease (invasive),2019,3,NSW,1
Meningococcal disease (invasive),2019,4,NSW,1
Meningococcal disease (invasive),2019,5,NSW,2
Meningococcal disease (invasive),2019,6,NSW,7
Meningococcal disease (invasive),2019,7,NSW,10
Meningococcal disease (invasive),2019,8,NSW,9
Meningococcal disease (invasive),2019,9,NSW,12
Meningococcal disease (invasive),2019,10,NSW,3
Meningococcal disease (invasive),2019,11,NSW,3
Meningococcal disease (invasive),2019,12,NSW,3
Meningococcal disease (invasive),2020,1,NSW,4
Meningococcal disease (invasive),2020,2,NSW,1
Meningococcal disease (invasive),2020,3,NSW,1
Meningococcal disease (invasive),2020,4,NSW,2
Meningococcal disease (invasive),2020,5,NSW,1
Meningococcal disease (invasive),2020,6,NSW,2
Meningococcal disease (invasive),2020,7,NSW,2
Meningococcal disease (invasive),2020,8,NSW,2
Meningococcal disease (invasive),2020,9,NSW,1
Meningococcal disease (invasive),2020,10,NSW,3
Meningococcal disease (invasive),2020,11,NSW,1
Meningococcal disease (invasive),2020,12,NSW,2
Meningococcal disease (invasive),2021,1,NSW,1
Meningococcal disease (invasive),2021,2,NSW,1
Meningococcal disease (invasive),2021,3,NSW,2
Meningococcal disease (invasive),2021,4,NSW,1
Meningococcal disease (invasive),2021,5,NSW,6
Meningococcal disease (invasive),2021,6,NSW,3
Meningococcal disease (invasive),2021,7,NSW,1
Meningococcal disease (invasive),2021,8,NSW,1
Meningococcal disease (invasive),2021,9,NSW,1
Meningococcal disease (invasive),2021,10,NSW,1
Meningococcal disease (invasive),2021,11,NSW,4
Meningococcal disease (invasive),2021,12,NSW,1
Meningococcal disease (invasive),2022,1,NSW,1
Meningococcal disease (invasive),2022,2,NSW,2
Meningococcal disease (invasive),2022,4,NSW,2
Meningococcal disease (invasive),2022,5,NSW,1
Meningococcal disease (invasive),2022,6,NSW,3
Meningococcal disease (invasive),2022,7,NSW,7
Meningococcal disease (invasive),2022,8,NSW,3
Meningococcal disease (invasive),2022,9,NSW,3
Meningococcal disease (invasive),2022,10,NSW,1
Meningococcal disease (invasive),2022,11,NSW,6
Meningococcal disease (invasive),2022,12,NSW,7
Meningococcal disease (invasive),2023,1,NSW,4
Meningococcal disease (invasive),2023,2,NSW,2
Meningococcal disease (invasive),2023,3,NSW,2
Meningococcal disease (invasive),2023,4,NSW,1
Meningococcal disease (invasive),2023,5,NSW,8
Meningococcal disease (invasive),2023,6,NSW,6
Meningococcal disease (invasive),2023,7,NSW,2
Meningococcal disease (invasive),2023,8,NSW,3
Meningococcal disease (invasive),2023,9,NSW,4
Meningococcal disease (invasive),2023,10,NSW,1
Meningococcal disease (invasive),2023,11,NSW,2
Meningococcal disease (invasive),2023,12,NSW,1
Meningococcal disease (invasive),2024,1,NSW,3
Meningococcal disease (invasive),2024,4,NSW,3
Meningococcal disease (invasive),2024,5,NSW,1
Meningococcal disease (invasive),2024,6,NSW,5
Meningococcal disease (invasive),2024,7,NSW,1
Meningococcal disease (invasive),2024,8,NSW,4
Meningococcal disease (invasive),2024,9,NSW,5
Meningococcal disease (invasive),2024,10,NSW,2
Meningococcal disease (invasive),2024,11,NSW,3
Meningococcal disease (invasive),2024,12,NSW,1
Meningococcal disease (invasive),2009,1,NT,1
Meningococcal disease (invasive),2009,2,NT,1
Meningococcal disease (invasive),2009,7,NT,2
Meningococcal disease (invasive),2009,9,NT,1
Meningococcal disease (invasive),2009,10,NT,1
Meningococcal disease (invasive),2010,7,NT,1
Meningococcal disease (invasive),2010,9,NT,1
Meningococcal disease (invasive),2010,11,NT,1
Meningococcal disease (invasive),2011,1,NT,2
Meningococcal disease (invasive),2011,3,NT,1
Meningococcal disease (invasive),2011,12,NT,1
Meningococcal disease (invasive),2012,3,NT,1
Meningococcal disease (invasive),2012,4,NT,1
Meningococcal disease (invasive),2012,6,NT,2
Meningococcal disease (invasive),2013,5,NT,1
Meningococcal disease (invasive),2013,8,NT,1
Meningococcal disease (invasive),2014,1,NT,1
Meningococcal disease (invasive),2014,2,NT,1
Meningococcal disease (invasive),2014,7,NT,1
Meningococcal disease (invasive),2015,5,NT,1
Meningococcal disease (invasive),2016,6,NT,1
Meningococcal disease (invasive),2016,12,NT,1
Meningococcal disease (invasive),2017,2,NT,2
Meningococcal disease (invasive),2017,7,NT,2
Meningococcal disease (invasive),2017,8,NT,1
Meningococcal disease (invasive),2017,9,NT,14
Meningococcal disease (invasive),2017,10,NT,8
Meningococcal disease (invasive),2017,11,NT,4
Meningococcal disease (invasive),2017,12,NT,1
Meningococcal disease (invasive),2018,1,NT,1
Meningococcal disease (invasive),2018,5,NT,1
Meningococcal disease (invasive),2018,6,NT,2
Meningococcal disease (invasive),2018,7,NT,2
Meningococcal disease (invasive),2018,9,NT,2
Meningococcal disease (invasive),2018,10,NT,1
Meningococcal disease (invasive),2018,12,NT,2
Meningococcal disease (invasive),2019,1,NT,1
Meningococcal disease (invasive),2019,3,NT,1
Meningococcal disease (invasive),2019,5,NT,2
Meningococcal disease (invasive),2019,6,NT,2
Meningococcal disease (invasive),2020,10,NT,2
Meningococcal disease (invasive),2021,8,NT,1
Meningococcal disease (invasive),2021,9,NT,1
Meningococcal disease (invasive),2022,8,NT,1
Meningococcal disease (invasive),2023,7,NT,1
Meningococcal disease (invasive),2023,10,NT,1
Meningococcal disease (invasive),2023,11,NT,1
Meningococcal disease (invasive),2024,9,NT,1
Meningococcal disease (invasive),2009,1,QLD,5
Meningococcal disease (invasive),2009,3,QLD,6
Meningococcal disease (invasive),2009,4,QLD,1
Meningococcal disease (invasive),2009,5,QLD,1
Meningococcal disease (invasive),2009,6,QLD,7
Meningococcal disease (invasive),2009,7,QLD,8
Meningococcal disease (invasive),2009,8,QLD,9
Meningococcal disease (invasive),2009,9,QLD,4
Meningococcal disease (invasive),2009,10,QLD,8
Meningococcal disease (invasive),2009,11,QLD,7
Meningococcal disease (invasive),2009,12,QLD,4
Meningococcal disease (invasive),2010,1,QLD,3
Meningococcal disease (invasive),2010,2,QLD,2
Meningococcal disease (invasive),2010,3,QLD,3
Meningococcal disease (invasive),2010,4,QLD,4
Meningococcal disease (invasive),2010,5,QLD,5
Meningococcal disease (invasive),2010,6,QLD,11
Meningococcal disease (invasive),2010,7,QLD,5
Meningococcal disease (invasive),2010,8,QLD,4
Meningococcal disease (invasive),2010,9,QLD,5
Meningococcal disease (invasive),2010,10,QLD,7
Meningococcal disease (invasive),2010,11,QLD,1
Meningococcal disease (invasive),2010,12,QLD,3
Meningococcal disease (invasive),2011,1,QLD,7
Meningococcal disease (invasive),2011,2,QLD,3
Meningococcal disease (invasive),2011,3,QLD,2
Meningococcal disease (invasive),2011,4,QLD,7
Meningococcal disease (invasive),2011,5,QLD,4
Meningococcal disease (invasive),2011,6,QLD,4
Meningococcal disease (invasive),2011,7,QLD,11
Meningococcal disease (invasive),2011,8,QLD,9
Meningococcal disease (invasive),2011,9,QLD,7
Meningococcal disease (invasive),2011,10,QLD,3
Meningococcal disease (invasive),2011,11,QLD,2
Meningococcal disease (invasive),2011,12,QLD,2
Meningococcal disease (invasive),2012,1,QLD,8
Meningococcal disease (invasive),2012,2,QLD,2
Meningococcal disease (invasive),2012,3,QLD,4
Meningococcal disease (invasive),2012,4,QLD,4
Meningococcal disease (invasive),2012,5,QLD,5
Meningococcal disease (invasive),2012,6,QLD,3
Meningococcal disease (invasive),2012,7,QLD,8
Meningococcal disease (invasive),2012,8,QLD,10
Meningococcal disease (invasive),2012,9,QLD,8
Meningococcal disease (invasive),2012,10,QLD,5
Meningococcal disease (invasive),2012,12,QLD,7
Meningococcal disease (invasive),2013,1,QLD,2
Meningococcal disease (invasive),2013,2,QLD,2
Meningococcal disease (invasive),2013,3,QLD,6
Meningococcal disease (invasive),2013,4,QLD,3
Meningococcal disease (invasive),2013,5,QLD,2
Meningococcal disease (invasive),2013,6,QLD,3
Meningococcal disease (invasive),2013,7,QLD,2
Meningococcal disease (invasive),2013,8,QLD,2
Meningococcal disease (invasive),2013,9,QLD,1
Meningococcal disease (invasive),2013,10,QLD,3
Meningococcal disease (invasive),2013,11,QLD,5
Meningococcal disease (invasive),2013,12,QLD,2
Meningococcal disease (invasive),2014,1,QLD,2
Meningococcal disease (invasive),2014,2,QLD,3
Meningococcal disease (invasive),2014,3,QLD,3
Meningococcal disease (invasive),2014,4,QLD,2
Meningococcal disease (invasive),2014,5,QLD,2
Meningococcal disease (invasive),2014,6,QLD,7
Meningococcal disease (invasive),2014,7,QLD,3
Meningococcal disease (invasive),2014,8,QLD,7
Meningococcal disease (invasive),2014,9,QLD,4
Meningococcal disease (invasive),2014,10,QLD,4
Meningococcal disease (invasive),2014,11,QLD,1
Meningococcal disease (invasive),2014,12,QLD,1
Meningococcal disease (invasive),2015,1,QLD,2
Meningococcal disease (invasive),2015,2,QLD,2
Meningococcal disease (invasive),2015,3,QLD,2
Meningococcal disease (invasive),2015,4,QLD,2
Meningococcal disease (invasive),2015,5,QLD,5
Meningococcal disease (invasive),2015,6,QLD,1
Meningococcal disease (invasive),2015,7,QLD,4
Meningococcal disease (invasive),2015,8,QLD,3
Meningococcal disease (invasive),2015,9,QLD,3
Meningococcal disease (invasive),2015,10,QLD,2
Meningococcal disease (invasive),2015,11,QLD,2
Meningococcal disease (invasive),2015,12,QLD,2
Meningococcal disease (invasive),2016,1,QLD,4
Meningococcal disease (invasive),2016,2,QLD,4
Meningococcal disease (invasive),2016,3,QLD,3
Meningococcal disease (invasive),2016,4,QLD,2
Meningococcal disease (invasive),2016,5,QLD,1
Meningococcal disease (invasive),2016,6,QLD,5
Meningococcal disease (invasive),2016,7,QLD,2
Meningococcal disease (invasive),2016,8,QLD,4
Meningococcal disease (invasive),2016,9,QLD,5
Meningococcal disease (invasive),2016,10,QLD,4
Meningococcal disease (invasive),2016,11,QLD,6
Meningococcal disease (invasive),2016,12,QLD,5
Meningococcal disease (invasive),2017,1,QLD,10
Meningococcal disease (invasive),2017,2,QLD,6
Meningococcal disease (invasive),2017,3,QLD,6
Meningococcal disease (invasive),2017,4,QLD,3
Meningococcal disease (invasive),2017,5,QLD,5
Meningococcal disease (invasive),2017,6,QLD,5
Meningococcal disease (invasive),2017,7,QLD,4
Meningococcal disease (invasive),2017,8,QLD,5
Meningococcal disease (invasive),2017,9,QLD,9
Meningococcal disease (invasive),2017,10,QLD,9
Meningococcal disease (invasive),2017,11,QLD,3
Meningococcal disease (invasive),2017,12,QLD,4
Meningococcal disease (invasive),2018,1,QLD,6
Meningococcal disease (invasive),2018,3,QLD,3
Meningococcal disease (invasive),2018,4,QLD,7
Meningococcal disease (invasive),2018,5,QLD,3
Meningococcal disease (invasive),2018,6,QLD,8
Meningococcal disease (invasive),2018,7,QLD,5
Meningococcal disease (invasive),2018,8,QLD,7
Meningococcal disease (invasive),2018,9,QLD,4
Meningococcal disease (invasive),2018,10,QLD,3
Meningococcal disease (invasive),2018,11,QLD,7
Meningococcal disease (invasive),2018,12,QLD,5
Meningococcal disease (invasive),2019,1,QLD,3
Meningococcal disease (invasive),2019,2,QLD,3
Meningococcal disease (invasive),2019,3,QLD,5
Meningococcal disease (invasive),2019,4,QLD,3
Meningococcal disease (invasive),2019,5,QLD,4
Meningococcal disease (invasive),2019,6,QLD,1
Meningococcal disease (invasive),2019,7,QLD,6
Meningococcal disease (invasive),2019,8,QLD,10
Meningococcal disease (invasive),2019,9,QLD,4
Meningococcal disease (invasive),2019,10,QLD,4
Meningococcal disease (invasive),2019,11,QLD,1
Meningococcal disease (invasive),2019,12,QLD,2
Meningococcal disease (invasive),2020,1,QLD,6
Meningococcal disease (invasive),2020,2,QLD,7
Meningococcal disease (invasive),2020,3,QLD,1
Meningococcal disease (invasive),2020,4,QLD,1
Meningococcal disease (invasive),2020,5,QLD,1
Meningococcal disease (invasive),2020,6,QLD,1
Meningococcal disease (invasive),2020,7,QLD,1
Meningococcal disease (invasive),2020,8,QLD,1
Meningococcal disease (invasive),2020,9,QLD,2
Meningococcal disease (invasive),2020,10,QLD,3
Meningococcal disease (invasive),2020,11,QLD,2
Meningococcal disease (invasive),2020,12,QLD,1
Meningococcal disease (invasive),2021,1,QLD,1
Meningococcal disease (invasive),2021,3,QLD,3
Meningococcal disease (invasive),2021,4,QLD,1
Meningococcal disease (invasive),2021,5,QLD,1
Meningococcal disease (invasive),2021,6,QLD,1
Meningococcal disease (invasive),2021,8,QLD,3
Meningococcal disease (invasive),2021,10,QLD,1
Meningococcal disease (invasive),2021,11,QLD,1
Meningococcal disease (invasive),2021,12,QLD,2
Meningococcal disease (invasive),2022,3,QLD,2
Meningococcal disease (invasive),2022,4,QLD,1
Meningococcal disease (invasive),2022,5,QLD,5
Meningococcal disease (invasive),2022,6,QLD,3
Meningococcal disease (invasive),2022,7,QLD,7
Meningococcal disease (invasive),2022,8,QLD,3
Meningococcal disease (invasive),2022,9,QLD,6
Meningococcal disease (invasive),2022,10,QLD,1
Meningococcal disease (invasive),2022,11,QLD,4
Meningococcal disease (invasive),2022,12,QLD,4
Meningococcal disease (invasive),2023,1,QLD,2
Meningococcal disease (invasive),2023,2,QLD,2
Meningococcal disease (invasive),2023,3,QLD,1
Meningococcal disease (invasive),2023,4,QLD,3
Meningococcal disease (invasive),2023,5,QLD,7
Meningococcal disease (invasive),2023,6,QLD,4
Meningococcal disease (invasive),2023,7,QLD,5
Meningococcal disease (invasive),2023,8,QLD,3
Meningococcal disease (invasive),2023,9,QLD,2
Meningococcal disease (invasive),2023,10,QLD,4
Meningococcal disease (invasive),2023,11,QLD,3
Meningococcal disease (invasive),2023,12,QLD,5
Meningococcal disease (invasive),2024,1,QLD,2
Meningococcal disease (invasive),2024,2,QLD,2
Meningococcal disease (invasive),2024,3,QLD,1
Meningococcal disease (invasive),2024,4,QLD,2
Meningococcal disease (invasive),2024,5,QLD,3
Meningococcal disease (invasive),2024,6,QLD,5
Meningococcal disease (invasive),2024,7,QLD,1
Meningococcal disease (invasive),2024,8,QLD,9
Meningococcal disease (invasive),2024,9,QLD,4
Meningococcal disease (invasive),2024,10,QLD,4
Meningococcal disease (invasive),2024,11,QLD,5
Meningococcal disease (invasive),2024,12,QLD,7
Meningococcal disease (invasive),2009,1,SA,1
Meningococcal disease (invasive),2009,2,SA,1
Meningococcal disease (invasive),2009,3,SA,2
Meningococcal disease (invasive),2009,4,SA,2
Meningococcal disease (invasive),2009,5,SA,6
Meningococcal disease (invasive),2009,6,SA,2
Meningococcal disease (invasive),2009,7,SA,3
Meningococcal disease (invasive),2009,8,SA,2
Meningococcal disease (invasive),2009,10,SA,3
Meningococcal disease (invasive),2010,1,SA,1
Meningococcal disease (invasive),2010,3,SA,6
Meningococcal disease (invasive),2010,4,SA,2
Meningococcal disease (invasive),2010,5,SA,3
Meningococcal disease (invasive),2010,7,SA,4
Meningococcal disease (invasive),2010,8,SA,2
Meningococcal disease (invasive),2010,9,SA,1
Meningococcal disease (invasive),2010,10,SA,1
Meningococcal disease (invasive),2010,11,SA,2
Meningococcal disease (invasive),2010,12,SA,3
Meningococcal disease (invasive),2011,1,SA,3
Meningococcal disease (invasive),2011,2,SA,2
Meningococcal disease (invasive),2011,4,SA,1
Meningococcal disease (invasive),2011,5,SA,3
Meningococcal disease (invasive),2011,7,SA,1
Meningococcal disease (invasive),2011,8,SA,2
Meningococcal disease (invasive),2011,9,SA,3
Meningococcal disease (invasive),2011,10,SA,1
Meningococcal disease (invasive),2011,11,SA,5
Meningococcal disease (invasive),2012,1,SA,1
Meningococcal disease (invasive),2012,4,SA,3
Meningococcal disease (invasive),2012,5,SA,3
Meningococcal disease (invasive),2012,6,SA,7
Meningococcal disease (invasive),2012,7,SA,2
Meningococcal disease (invasive),2012,8,SA,5
Meningococcal disease (invasive),2012,9,SA,2
Meningococcal disease (invasive),2012,10,SA,2
Meningococcal disease (invasive),2012,11,SA,1
Meningococcal disease (invasive),2012,12,SA,3
Meningococcal disease (invasive),2013,1,SA,2
Meningococcal disease (invasive),2013,2,SA,1
Meningococcal disease (invasive),2013,3,SA,3
Meningococcal disease (invasive),2013,5,SA,4
Meningococcal disease (invasive),2013,6,SA,1
Meningococcal disease (invasive),2013,7,SA,1
Meningococcal disease (invasive),2013,8,SA,4
Meningococcal disease (invasive),2013,9,SA,1
Meningococcal disease (invasive),2013,10,SA,2
Meningococcal disease (invasive),2013,11,SA,1
Meningococcal disease (invasive),2014,1,SA,1
Meningococcal disease (invasive),2014,2,SA,1
Meningococcal disease (invasive),2014,3,SA,2
Meningococcal disease (invasive),2014,4,SA,2
Meningococcal disease (invasive),2014,5,SA,1
Meningococcal disease (invasive),2014,6,SA,1
Meningococcal disease (invasive),2014,7,SA,3
Meningococcal disease (invasive),2014,8,SA,2
Meningococcal disease (invasive),2014,9,SA,10
Meningococcal disease (invasive),2014,10,SA,3
Meningococcal disease (invasive),2014,11,SA,3
Meningococcal disease (invasive),2014,12,SA,4
Meningococcal disease (invasive),2015,2,SA,1
Meningococcal disease (invasive),2015,4,SA,3
Meningococcal disease (invasive),2015,5,SA,3
Meningococcal disease (invasive),2015,6,SA,1
Meningococcal disease (invasive),2015,7,SA,5
Meningococcal disease (invasive),2015,8,SA,6
Meningococcal disease (invasive),2015,9,SA,3
Meningococcal disease (invasive),2015,10,SA,4
Meningococcal disease (invasive),2015,11,SA,1
Meningococcal disease (invasive),2015,12,SA,2
Meningococcal disease (invasive),2016,1,SA,5
Meningococcal disease (invasive),2016,3,SA,2
Meningococcal disease (invasive),2016,4,SA,1
Meningococcal disease (invasive),2016,5,SA,4
Meningococcal disease (invasive),2016,6,SA,1
Meningococcal disease (invasive),2016,7,SA,1
Meningococcal disease (invasive),2016,8,SA,5
Meningococcal disease (invasive),2016,9,SA,1
Meningococcal disease (invasive),2016,10,SA,1
Meningococcal disease (invasive),2016,11,SA,4
Meningococcal disease (invasive),2016,12,SA,2
Meningococcal disease (invasive),2017,1,SA,2
Meningococcal disease (invasive),2017,2,SA,1
Meningococcal disease (invasive),2017,3,SA,2
Meningococcal disease (invasive),2017,4,SA,2
Meningococcal disease (invasive),2017,5,SA,1
Meningococcal disease (invasive),2017,6,SA,6
Meningococcal disease (invasive),2017,7,SA,6
Meningococcal disease (invasive),2017,8,SA,4
Meningococcal disease (invasive),2017,9,SA,7
Meningococcal disease (invasive),2017,10,SA,4
Meningococcal disease (invasive),2017,12,SA,1
Meningococcal disease (invasive),2018,1,SA,3
Meningococcal disease (invasive),2018,2,SA,1
Meningococcal disease (invasive),2018,3,SA,1
Meningococcal disease (invasive),2018,4,SA,3
Meningococcal disease (invasive),2018,5,SA,3
Meningococcal disease (invasive),2018,6,SA,3
Meningococcal disease (invasive),2018,7,SA,3
Meningococcal disease (invasive),2018,8,SA,3
Meningococcal disease (invasive),2018,9,SA,2
Meningococcal disease (invasive),2018,10,SA,5
Meningococcal disease (invasive),2018,11,SA,5
Meningococcal disease (invasive),2018,12,SA,2
Meningococcal disease (invasive),2019,1,SA,2
Meningococcal disease (invasive),2019,4,SA,3
Meningococcal disease (invasive),2019,5,SA,4
Meningococcal disease (invasive),2019,6,SA,3
Meningococcal disease (invasive),2019,7,SA,2
Meningococcal disease (invasive),2019,8,SA,6
Meningococcal disease (invasive),2019,9,SA,2
Meningococcal disease (invasive),2019,10,SA,3
Meningococcal disease (invasive),2019,11,SA,2
Meningococcal disease (invasive),2020,2,SA,1
Meningococcal disease (invasive),2020,4,SA,1
Meningococcal disease (invasive),2020,8,SA,1
Meningococcal disease (invasive),2020,10,SA,1
Meningococcal disease (invasive),2020,11,SA,1
Meningococcal disease (invasive),2021,3,SA,1
Meningococcal disease (invasive),2021,4,SA,2
Meningococcal disease (invasive),2021,5,SA,1
Meningococcal disease (invasive),2021,6,SA,1
Meningococcal disease (invasive),2021,7,SA,1
Meningococcal disease (invasive),2021,8,SA,1
Meningococcal disease (invasive),2021,10,SA,1
Meningococcal disease (invasive),2021,11,SA,2
Meningococcal disease (invasive),2021,12,SA,2
Meningococcal disease (invasive),2022,1,SA,1
Meningococcal disease (invasive),2022,2,SA,1
Meningococcal disease (invasive),2022,4,SA,2
Meningococcal disease (invasive),2022,5,SA,1
Meningococcal disease (invasive),2022,6,SA,1
Meningococcal disease (invasive),2022,7,SA,2
Meningococcal disease (invasive),2022,8,SA,1
Meningococcal disease (invasive),2022,9,SA,3
Meningococcal disease (invasive),2022,10,SA,1
Meningococcal disease (invasive),2022,11,SA,1
Meningococcal disease (invasive),2023,3,SA,3
Meningococcal disease (invasive),2023,4,SA,4
Meningococcal disease (invasive),2023,5,SA,1
Meningococcal disease (invasive),2023,6,SA,3
Meningococcal disease (invasive),2023,7,SA,7
Meningococcal disease (invasive),2023,8,SA,1
Meningococcal disease (invasive),2023,9,SA,1
Meningococcal disease (invasive),2023,10,SA,1
Meningococcal disease (invasive),2023,12,SA,1
Meningococcal disease (invasive),2024,1,SA,1
Meningococcal disease (invasive),2024,2,SA,1
Meningococcal disease (invasive),2024,3,SA,5
Meningococcal disease (invasive),2024,4,SA,2
Meningococcal disease (invasive),2024,6,SA,2
Meningococcal disease (invasive),2024,7,SA,5
Meningococcal disease (invasive),2024,8,SA,3
Meningococcal disease (invasive),2024,9,SA,4
Meningococcal disease (invasive),2024,10,SA,2
Meningococcal disease (invasive),2024,11,SA,1
Meningococcal disease (invasive),2024,12,SA,3
Meningococcal disease (invasive),2009,1,VIC_TAS,6
Meningococcal disease (invasive),2009,2,VIC_TAS,2
Meningococcal disease (invasive),2009,3,VIC_TAS,2
Meningococcal disease (invasive),2009,4,VIC_TAS,3
Meningococcal disease (invasive),2009,5,VIC_TAS,1
Meningococcal disease (invasive),2009,6,VIC_TAS,3
Meningococcal disease (invasive),2009,7,VIC_TAS,7
Meningococcal disease (invasive),2009,8,VIC_TAS,4
Meningococcal disease (invasive),2009,9,VIC_TAS,4
Meningococcal disease (invasive),2009,10,VIC_TAS,5
Meningococcal disease (invasive),2009,11,VIC_TAS,6
Meningococcal disease (invasive),2009,12,VIC_TAS,3
Meningococcal disease (invasive),2010,1,VIC_TAS,7
Meningococcal disease (invasive),2010,4,VIC_TAS,1
Meningococcal disease (invasive),2010,5,VIC_TAS,5
Meningococcal disease (invasive),2010,6,VIC_TAS,9
Meningococcal disease (invasive),2010,7,VIC_TAS,4
Meningococcal disease (invasive),2010,8,VIC_TAS,6
Meningococcal disease (invasive),2010,9,VIC_TAS,5
Meningococcal disease (invasive),2010,10,VIC_TAS,5
Meningococcal disease (invasive),2010,11,VIC_TAS,2
Meningococcal disease (invasive),2010,12,VIC_TAS,5
Meningococcal disease (invasive),2011,1,VIC_TAS,8
Meningococcal disease (invasive),2011,2,VIC_TAS,1
Meningococcal disease (invasive),2011,3,VIC_TAS,3
Meningococcal disease (invasive),2011,4,VIC_TAS,4
Meningococcal disease (invasive),2011,5,VIC_TAS,9
Meningococcal disease (invasive),2011,6,VIC_TAS,6
Meningococcal disease (invasive),2011,7,VIC_TAS,6
Meningococcal disease (invasive),2011,8,VIC_TAS,6
Meningococcal disease (invasive),2011,9,VIC_TAS,7
Meningococcal disease (invasive),2011,10,VIC_TAS,4
Meningococcal disease (invasive),2011,11,VIC_TAS,3
Meningococcal disease (invasive),2011,12,VIC_TAS,4
Meningococcal disease (invasive),2012,1,VIC_TAS,5
Meningococcal disease (invasive),2012,2,VIC_TAS,1
Meningococcal disease (invasive),2012,3,VIC_TAS,1
Meningococcal disease (invasive),2012,4,VIC_TAS,2
Meningococcal disease (invasive),2012,5,VIC_TAS,4
Meningococcal disease (invasive),2012,6,VIC_TAS,4
Meningococcal disease (invasive),2012,7,VIC_TAS,6
Meningococcal disease (invasive),2012,8,VIC_TAS,5
Meningococcal disease (invasive),2012,9,VIC_TAS,4
Meningococcal disease (invasive),2012,10,VIC_TAS,5
Meningococcal disease (invasive),2012,11,VIC_TAS,1
Meningococcal disease (invasive),2012,12,VIC_TAS,4
Meningococcal disease (invasive),2013,1,VIC_TAS,2
Meningococcal disease (invasive),2013,2,VIC_TAS,3
Meningococcal disease (invasive),2013,3,VIC_TAS,3
Meningococcal disease (invasive),2013,4,VIC_TAS,1
Meningococcal disease (invasive),2013,6,VIC_TAS,2
Meningococcal disease (invasive),2013,7,VIC_TAS,3
Meningococcal disease (invasive),2013,8,VIC_TAS,5
Meningococcal disease (invasive),2013,9,VIC_TAS,4
Meningococcal disease (invasive),2013,10,VIC_TAS,2
Meningococcal disease (invasive),2013,11,VIC_TAS,2
Meningococcal disease (invasive),2013,12,VIC_TAS,1
Meningococcal disease (invasive),2014,1,VIC_TAS,2
Meningococcal disease (invasive),2014,2,VIC_TAS,1
Meningococcal disease (invasive),2014,3,VIC_TAS,1
Meningococcal disease (invasive),2014,4,VIC_TAS,1
Meningococcal disease (invasive),2014,5,VIC_TAS,3
Meningococcal disease (invasive),2014,6,VIC_TAS,2
Meningococcal disease (invasive),2014,7,VIC_TAS,5
Meningococcal disease (invasive),2014,8,VIC_TAS,3
Meningococcal disease (invasive),2014,9,VIC_TAS,7
Meningococcal disease (invasive),2014,10,VIC_TAS,3
Meningococcal disease (invasive),2014,11,VIC_TAS,4
Meningococcal disease (invasive),2014,12,VIC_TAS,3
Meningococcal disease (invasive),2015,1,VIC_TAS,2
Meningococcal disease (invasive),2015,2,VIC_TAS,1
Meningococcal disease (invasive),2015,3,VIC_TAS,7
Meningococcal disease (invasive),2015,4,VIC_TAS,5
Meningococcal disease (invasive),2015,5,VIC_TAS,6
Meningococcal disease (invasive),2015,6,VIC_TAS,4
Meningococcal disease (invasive),2015,7,VIC_TAS,2
Meningococcal disease (invasive),2015,8,VIC_TAS,10
Meningococcal disease (invasive),2015,9,VIC_TAS,6
Meningococcal disease (invasive),2015,10,VIC_TAS,9
Meningococcal disease (invasive),2015,11,VIC_TAS,5
Meningococcal disease (invasive),2015,12,VIC_TAS,1
Meningococcal disease (invasive),2016,1,VIC_TAS,4
Meningococcal disease (invasive),2016,2,VIC_TAS,3
Meningococcal disease (invasive),2016,3,VIC_TAS,5
Meningococcal disease (invasive),2016,4,VIC_TAS,7
Meningococcal disease (invasive),2016,5,VIC_TAS,5
